generated_query,true_query,exact_match,query_similarity_measure,string_similarity_measure,has_join,has_multiple_tables,exec_gen_query
" 

SELECT COUNT(*) FROM table_18173916_6 WHERE friday = (SELECT wednesday FROM table_18173916_6 WHERE wednesday = 190);
","select count(friday) from table_18173916_6 where wednesday = ""190 boardwalk empire""",False,0.0,0.6,False,False,False
" 

SELECT technician.name
FROM technician
JOIN repair_assignment ON technician.technician_id = repair_assignment.technician_id
JOIN machine ON repair_assignment.machine_id = machine.machine_id
WHERE machine.value_points > 70;
",select t3.name from repair_assignment as t1 join machine as t2 on t1.machine_id = t2.machine_id join technician as t3 on t1.technician_id = t3.technician_id where t2.value_points > 70,False,1.0,0.5238095238095238,True,True,True
" 
SELECT record FROM table_15780718_8 WHERE team = 'Boston';
","select record from table_15780718_8 where team = ""boston""",True,1.0,1.0,False,False,True
" 

SELECT song_choice FROM table_21501511_1 WHERE week_number = 13;
","select song_choice from table_21501511_1 where week__number = ""top 13""",False,0.0,0.6666666666666666,False,False,False
" 

SELECT conductor.name, orchestra.orchestra
FROM conductor
JOIN orchestra ON conductor.conductor_id = orchestra.conductor_id;
","select t1.name, t2.orchestra from conductor as t1 join orchestra as t2 on t1.conductor_id = t2.conductor_id",False,1.0,0.5,True,True,True
" 
SELECT COUNT(DISTINCT barony)
FROM table_30120556_1
WHERE townland = 'Ballyvadona';
","select count(barony) from table_30120556_1 where townland = ""ballyvadona""",False,1.0,0.875,False,False,True
" 
SELECT custody_level_s_ FROM table_25346763_1 WHERE location = 'Shelton';
","select custody_level_s_ from table_25346763_1 where location = ""shelton""",True,1.0,1.0,False,False,True
" 

SELECT original_air_date FROM table_24648983_1 WHERE № = 4;
",select original_air_date from table_24648983_1 where № = 4,True,1.0,1.0,False,False,True
" 
",select distinct hometown from people except select distinct t2.hometown from gymnast as t1 join people as t2 on t1.gymnast_id = t2.people_id,False,0.0,0.0,True,True,False
" 

SELECT COUNT(DISTINCT date_of_polls) 
FROM table_15329030_1 
WHERE state = 'Madhya Pradesh';
","select count(date_of_polls) from table_15329030_1 where state = ""madhya pradesh""",False,1.0,0.8888888888888888,False,False,True
" 

SELECT college_junior_club_team 
FROM table_1473672_9 
WHERE nhl_team = 'California Golden Seals';
","select college_junior_club_team from table_1473672_9 where nhl_team = ""california golden seals""",True,1.0,1.0,False,False,True
" 

SELECT COUNT(*) FROM table_2076490_1 WHERE enrollment__2005_ = 'New Hampshire Institute of Art';
","select enrollment__2005_ from table_2076490_1 where school = ""new hampshire institute of art""",False,0.0,0.9166666666666666,False,False,True
" 

SELECT home__2nd_leg_
FROM table_14219514_1
WHERE home__1st_leg_ = 'Talleres';
","select home__2nd_leg_ from table_14219514_1 where home__1st_leg_ = ""talleres""",True,1.0,1.0,False,False,True
" 

SELECT region_1 FROM table_171320_3 WHERE ep__number = 13;
",select region_1 from table_171320_3 where ep__number = 13,True,1.0,1.0,False,False,True
" 

SELECT cumulative__$_millions_ FROM table_19766_1 WHERE cumulative__$_millions_ = 376;
",select min(1949) as $_millions_ from table_19766_1 where cumulative__$_millions_ = 376,False,0.0,0.7,False,False,True
" 

SELECT employee_name
FROM employees
WHERE role_code = 'HR';
","select employee_name from employees where role_code = ""hr""",True,1.0,1.0,False,False,True
" 

SELECT province FROM table_1717824_1 WHERE south_asians_2001 = '210295';
",select province from table_1717824_1 where south_asians_2001 = 210295,False,1.0,0.875,False,False,True
" 

SELECT pluperfect FROM table_27298240_26 WHERE perfect ='si bio/la si';
","select pluperfect from table_27298240_26 where perfect = ""si bio/la; bio/la si""",False,0.0,0.8,False,False,True
" 
SELECT COUNT(*) FROM table_1404456_1 WHERE population_census_2009 = 284657;
",select count(capital) from table_1404456_1 where population_census_2009 = 284657,False,1.0,0.875,False,False,True
" 

SELECT first_broadcast FROM table_23292220_5 WHERE jasons_team = 'trisha goddard' AND jasons_team = 'glenn wool';
","select first_broadcast from table_23292220_5 where jasons_team = ""trisha goddard and glenn wool""",False,0.0,0.8333333333333334,False,False,True
" 
SELECT drivetrain FROM table_21530474_1 WHERE engine_code = '2ur-fse';
","select drivetrain from table_21530474_1 where engine_code = ""2ur-fse""",True,1.0,1.0,False,False,True
" 
SELECT name FROM table_2500440_1 WHERE change___percentage_ = '-19.3';
","select count(name) from table_2500440_1 where change___percentage_ = ""-19.3""",False,0.0,0.875,False,False,True
" 

SELECT _percentage_cut FROM table_21690339_1 WHERE alternative_fuel = 'fuel oil stocks need only for industry';
","select _percentage_cut from table_21690339_1 where alternative_fuel = ""fuel oil stocks need only for industry""",True,1.0,1.0,False,False,True
" 
SELECT producer
FROM table_18943444_1
WHERE product = '金必氏牌嬰幼兒配方乳粉';
","select producer from table_18943444_1 where product = ""金必氏牌嬰幼兒配方乳粉""",True,1.0,1.0,False,False,True
" 
SELECT callsign FROM table_17487395_1 WHERE branding ='mom's radio 101.5 tacloban';
","select callsign from table_17487395_1 where branding = ""mom's radio 101.5 tacloban""",False,0.0,0.8181818181818182,False,False,False
" 

SELECT name FROM station WHERE name IN (SELECT station_id FROM train_station GROUP BY station_id HAVING COUNT(*) >= 2);
",select t2.name from train_station as t1 join station as t2 on t1.station_id = t2.station_id group by t1.station_id having count(*) >= 2,False,0.0,0.47368421052631576,True,True,True
" 
SELECT COUNT(*)
FROM companies
WHERE industry IN ('Banking', 'Conglomerate');
","select count(*) from companies where industry = ""banking"" or industry = ""conglomerate""",False,1.0,0.6,False,False,True
" 

SELECT address
FROM member
WHERE membership_card!= 'black';
",select address from member except select address from member where membership_card = 'black',False,0.999000999000999,0.6666666666666666,False,False,True
" 

SELECT DISTINCT television FROM table_23718905_6 WHERE matchup_results = 'Iowa State 14, Minnesota 13';
","select count(television) from table_23718905_6 where matchup_results = ""iowa state 14, minnesota 13""",False,0.0,0.9166666666666666,False,False,True
" 

SELECT results FROM table_1341453_20 WHERE incumbent = 'Jim McCrery';
","select results from table_1341453_20 where incumbent = ""jim mccrery""",True,1.0,1.0,False,False,True
" 
SELECT school FROM table_24935743_2 WHERE nickname = 'panthers';
","select school from table_24935743_2 where nickname = ""panthers""",True,1.0,1.0,False,False,True
" 
SELECT family_families FROM table_19897294_8 WHERE no_overall = 'uk31';
","select family_families from table_19897294_8 where no_overall = ""uk31""",True,1.0,1.0,False,False,True
" 

SELECT est 
FROM table_23685890_2 
WHERE land_area__km²_ = 4563;
","select est from table_23685890_2 where land_area__km²_ = ""4563""",False,1.0,0.875,False,False,True
" 

SELECT dual_voltage FROM table_24384861_1 WHERE version = 'v2';
","select dual_voltage from table_24384861_1 where version = ""sounddock series i v2""",False,0.0,0.6363636363636364,False,False,True
" 
SELECT us_viewers__million_ FROM table_27116696_1 WHERE directed_by = 'Allison Liddi-Brown';
","select us_viewers__million_ from table_27116696_1 where directed_by = ""allison liddi-brown""",True,1.0,1.0,False,False,True
" 

SELECT naturalisation_by_marriage FROM table_11214212_1 WHERE registration_of_a_minor_child = 114;
",select naturalisation_by_marriage from table_11214212_1 where registration_of_a_minor_child = 114,True,1.0,1.0,False,False,True
" 

SELECT wsop_cashes
FROM table_23696862_6
WHERE wsop_earnings = 0;
","select wsop_cashes from table_23696862_6 where wsop_earnings = ""0""",False,1.0,0.875,False,False,True
" 
SELECT exportable FROM table_14160327_4 WHERE decade = '1980s';
","select exportable from table_14160327_4 where decade = ""1980s""",True,1.0,1.0,False,False,True
" 

SELECT document_status_description FROM ref_document_status WHERE document_status_code = 'working';
","select document_status_description from ref_document_status where document_status_code = ""working""",True,1.0,1.0,False,False,True
" 
SELECT date_of_polls
FROM table_15329030_1
WHERE state = 'Mizoram';
","select date_of_polls from table_15329030_1 where state = ""mizoram""",True,1.0,1.0,False,False,True
" 

SELECT school FROM table_21995420_6 WHERE stunts = 48;
","select school from table_21995420_6 where stunts = ""48""",False,1.0,0.875,False,False,True
" 
SELECT visitor
FROM table_11964047_7
WHERE leading_scorer = 'roy'
AND score = 25;
","select visitor from table_11964047_7 where leading_scorer = ""roy : 25""",False,0.0,0.7,False,False,False
" 
SELECT valid_votes FROM table_27274222_2 WHERE province = 'Denizli';
","select count(valid_votes) from table_27274222_2 where province = ""denizli""",False,0.0,0.875,False,False,True
" 
SELECT team FROM table_22297140_3 WHERE replaced_by = 'Faraz Kamalvand';
","select team from table_22297140_3 where replaced_by = ""faraz kamalvand""",True,1.0,1.0,False,False,True
" 

SELECT away_team FROM table_24887326_8 WHERE home_team = 'Coventry City';
","select away_team from table_24887326_8 where home_team = ""coventry city""",True,1.0,1.0,False,False,True
" 

SELECT ab_ripper_x FROM table_27512025_1 WHERE exercise = 'x stretch';
","select ab_ripper_x from table_27512025_1 where exercise = ""x stretch""",True,1.0,1.0,False,False,True
" 

SELECT COUNT(athlete) FROM table_17085947_32 WHERE trans_1 < '0:26';
","select count(athlete) from table_17085947_32 where trans_1 = ""0:26""",False,0.0,0.875,False,False,True
" 

SELECT product_name, COUNT(product_id) AS problem_count
FROM problems
JOIN product ON problems.product_id = product.product_id
GROUP BY product_name
ORDER BY problem_count DESC
LIMIT 1;
","select count(*), t1.product_name from product as t1 join problems as t2 on t1.product_id = t2.product_id group by t1.product_name order by count(*) desc limit 1",False,0.0,0.6666666666666666,True,True,False
" 
SELECT cfl_team
FROM table_16575609_1
WHERE college = 'Weber State';
","select cfl_team from table_16575609_1 where college = ""weber state""",True,1.0,1.0,False,False,True
" 
SELECT name FROM table_189598_7 WHERE land_area__km²_ = 14.85;
","select name from table_189598_7 where land_area__km²_ = ""14.85""",False,1.0,0.875,False,False,True
" 

SELECT settlement FROM table_2562572_37 WHERE cyrillic_name_other_names LIKE '%александрово%';
","select settlement from table_2562572_37 where cyrillic_name_other_names = ""александрово""",False,1.0,0.75,False,False,True
" 
SELECT region_1 FROM table_171320_3 WHERE region_4 = 'april 2, 2009'; ","select region_1 from table_171320_3 where region_4 = ""april 2, 2009""",True,1.0,1.0,False,False,True
" 

SELECT document_id, document_name, document_description FROM documents;
","select document_id, document_name, document_description from documents",True,1.0,1.0,False,False,True
" 
SELECT occupied_territory FROM table_10335_1 WHERE operational BETWEEN 'May 1940' AND 'January 1945'; ","select occupied_territory from table_10335_1 where operational = ""may 1940 – january 1945""",False,0.0,0.6666666666666666,False,False,True
" 
SELECT species FROM table_26615633_1 WHERE jewel = 'coal';
","select species from table_26615633_1 where jewel = ""coal""",True,1.0,1.0,False,False,True
" 
SELECT COUNT(*) FROM table_1597866_3 WHERE host = 'bernie chan';
","select count(regular_judge) from table_1597866_3 where host = ""bernie chan""",False,1.0,0.8888888888888888,False,False,True
" 
SELECT planet FROM table_180802_3 WHERE transcription = 'wan suk';
","select planet from table_180802_3 where transcription = ""wan suk""",True,1.0,1.0,False,False,True
" 

SELECT gtu_winning_team FROM table_13642023_2 WHERE to_winning_team = 'Steve Ross';
","select gtu_winning_team from table_13642023_2 where to_winning_team = ""steve ross""",True,1.0,1.0,False,False,True
" 

SELECT t_c__k_ FROM table_101336_1 WHERE notation = 'tl-2212';
","select count(t_c__k_) from table_101336_1 where notation = ""tl-2212""",False,0.0,0.875,False,False,True
" 

SELECT * FROM assessment_notes ORDER BY date_of_notes ASC;
",select * from assessment_notes order by date_of_notes,False,1.0,1.0,False,False,True
" 

SELECT COUNT(*) FROM table_19189856_1 WHERE performer = 'wilfred engelman';
","select count(first_performance) from table_19189856_1 where performer = ""wilfred engelman category:articles with hcards""",False,0.0,0.5833333333333334,False,False,True
" 

SELECT high_rebounds FROM table_27700375_11 WHERE team = 'charlotte';
","select high_rebounds from table_27700375_11 where team = ""charlotte""",True,1.0,1.0,False,False,True
" 
SELECT last_meeting FROM table_2846320_4 WHERE name_of_rivalry = 'Iron Bowl';
","select last_meeting from table_2846320_4 where name_of_rivalry = ""iron bowl""",True,1.0,1.0,False,False,True
" 
SELECT rid
FROM routes
WHERE country = 'United States'
AND country = 'United States';
",select rid from routes where dst_apid in (select apid from airports where country = 'united states') and src_apid in (select apid from airports where country = 'united states'),False,1.0,0.5625,False,True,True
" 
SELECT period FROM table_24565004_19 WHERE nationality = 'Uruguay';
","select period from table_24565004_19 where nationality² = ""uruguay""",False,0.0,0.875,False,False,False
" 

SELECT group_11 FROM table_19523142_5 WHERE group_12 = 'Persipal Palu';
","select group_11 from table_19523142_5 where group_12 = ""persipal palu""",True,1.0,1.0,False,False,True
" 
SELECT COUNT(*) FROM table_1825751_14 WHERE hometown = 'San Fernando, Pampanga';
","select count(pageant) from table_1825751_14 where hometown = ""san fernando, pampanga""",False,1.0,0.9,False,False,True
" 

SELECT dirty_electric_grid_rocky_mountains__denver_
FROM table_23840623_4
WHERE clean_electric_grid_california__san_francisco_ = 160 g/mi (99 g/km);
","select dirty_electric_grid_rocky_mountains__denver_ from table_23840623_4 where clean_electric_grid_california__san_francisco_ = ""160 g/mi (99 g/km)""",False,0.0,0.8181818181818182,False,False,False
" 
SELECT census_ranking FROM table_171236_1 WHERE official_name = 'Quispamsis';
","select census_ranking from table_171236_1 where official_name = ""quispamsis""",True,1.0,1.0,False,False,True
" 
SELECT air_date
FROM table_25816476_2
WHERE team_guest_captain = 'John Bishop';
","select air_date from table_25816476_2 where team_guest_captain = ""john bishop""",True,1.0,1.0,False,False,True
" 
SELECT callsign FROM table_2638104_1 WHERE channel = '6';
",select callsign from table_2638104_1 where channel = 6,False,0.0,0.875,False,False,True
" 
SELECT year__ceremony_ FROM table_17350255_1 WHERE original_title = 'Chūnqiū Cháshì (春秋茶室)'
","select year__ceremony_ from table_17350255_1 where original_title = ""chūnqiū cháshì (春秋茶室)""",True,1.0,1.0,False,False,True
" 

SELECT jeel, ramtha FROM table_26173058_2 WHERE × = '1-1';
","select × from table_26173058_2 where jeel = ""1-1"" and ramtha = ""1-1""",False,0.0,0.8,False,False,True
" 

SELECT home_team FROM table_14312471_7 WHERE away_team = 'Richmond';
","select home_team from table_14312471_7 where away_team = ""richmond""",True,1.0,1.0,False,False,True
" 

SELECT aggressive_rider FROM table_25580292_13 WHERE winner = 'luis león sánchez';
","select aggressive_rider from table_25580292_13 where winner = ""luis león sánchez""",True,1.0,1.0,False,False,True
" 
SELECT document_id FROM paragraphs WHERE paragraph_text IN ('Brazil', 'Ireland');
",select document_id from paragraphs where paragraph_text = 'brazil' intersect select document_id from paragraphs where paragraph_text = 'ireland',False,1.0,0.6,False,False,True
" 

SELECT horse FROM table_24915874_1 WHERE jockey = 'Peter Wells';
","select horse from table_24915874_1 where jockey = ""peter wells""",True,1.0,1.0,False,False,True
" 
SELECT nationality, COUNT(*) AS num_journalists
FROM journalist
GROUP BY nationality;
","select nationality, count(*) from journalist group by nationality",False,1.0,1.0,False,False,True
" 
SELECT nat
FROM table_19018191_5
WHERE total_apps = 27;
",select nat from table_19018191_5 where total_apps = 27,True,1.0,1.0,False,False,True
" 

SELECT COUNT(pubs_2011) FROM table_167354_2 WHERE location = 'Chennai';
","select count(pubs_2011) from table_167354_2 where location = ""chennai""",True,1.0,1.0,False,False,True
" 

SELECT MIN(forfeited_in_seats)
FROM table_22582663_1
WHERE seats_won = 19;
",select min(forfeited_in_seats) from table_22582663_1 where seats_won = 19,True,1.0,1.0,False,False,True
" 
SELECT high_assists FROM table_17311759_4 WHERE high_rebounds = 'Al Horford' ORDER BY high_assists DESC LIMIT 1;
","select high_assists from table_17311759_4 where high_rebounds = ""al horford (17)""",False,0.0,0.8,False,False,True
" 
SELECT original_artist
FROM table_15796072_1
WHERE week__number = 'Top 16 (8 women)';
","select original_artist from table_15796072_1 where week__number = ""top 16 (8 women)""",True,1.0,1.0,False,False,True
" 

SELECT surface FROM table_29127804_3 WHERE location = 'dehradun, uttarakhand, india';
","select surface from table_29127804_3 where location = ""dehradun , uttarakhand, india""",False,0.0,0.8181818181818182,False,False,True
" 
SELECT original_title FROM table_15277629_1 WHERE director = 'Suzana Amaral'; ","select original_title from table_15277629_1 where director = ""suzana amaral""",True,1.0,1.0,False,False,True
" 

SELECT COUNT(*) FROM table_25216791_3 WHERE january_15_16 = 155;
","select count(january_15_16) from table_25216791_3 where august_21_22 = ""155""",False,0.0,0.625,False,False,True
" 
SELECT year_of_construction FROM table_10020178_1 WHERE name ='spitallamm';
","select min(year_of_construction) from table_10020178_1 where name = ""spitallamm""",False,1.0,0.625,False,False,True
" 

SELECT us_viewers__millions_ FROM table_27462177_1 WHERE written_by = 'Jack Sanderson';
","select us_viewers__millions_ from table_27462177_1 where written_by = ""jack sanderson""",True,1.0,1.0,False,False,True
" 
SELECT COUNT(DISTINCT location)
FROM table_22171978_1
WHERE athletic_nickname = 'blue crusaders';
","select count(location) from table_22171978_1 where athletic_nickname = ""blue crusaders""",False,1.0,0.8888888888888888,False,False,True
" 
SELECT candidates FROM table_1342451_38 WHERE incumbent ='samuel j. nicholls';
","select candidates from table_1342451_38 where incumbent = ""samuel j. nicholls""",False,1.0,0.8,False,False,True
" 
SELECT attribute_data_type FROM attribute_definitions WHERE attribute_name = 'Green'; ","select attribute_data_type from attribute_definitions where attribute_name = ""green""",True,1.0,1.0,False,False,True
" 
SELECT assets__billion_$_
FROM table_1682026_3
WHERE headquarters = 'China' AND profits__billion_$_ = '21.2';
","select assets__billion_$_ from table_1682026_3 where headquarters = ""china"" and profits__billion_$_ = ""21.2""",True,1.0,1.0,False,False,True
" 

SELECT copper_age FROM table_23537091_1 WHERE ubaid_period_in_mesopotamia ='minoan eruption' AND copper_age = 'hittite old kingdom';
","select copper_age from table_23537091_1 where ubaid_period_in_mesopotamia = ""hittite old kingdom , minoan eruption""",False,0.0,0.7692307692307693,False,False,True
" 

SELECT high_rebounds FROM table_27734769_9 WHERE team = 'Minnesota';
","select high_rebounds from table_27734769_9 where team = ""minnesota""",True,1.0,1.0,False,False,True
" 
SELECT hdtv FROM table_15887683_6 WHERE television_service ='sky primafila 17';
","select hdtv from table_15887683_6 where television_service = ""sky primafila 17""",False,1.0,0.8,False,False,True
" 

SELECT title FROM table_29102100_1 WHERE directed_by = 'Rich Correll' AND written_by = 'Dennis Rinsler';
","select title from table_29102100_1 where directed_by = ""rich correll"" and written_by = ""dennis rinsler""",True,1.0,1.0,False,False,True
" 
SELECT date_of_birth FROM customers WHERE customer_status_code = 'Good Customer';
",select date_of_birth from customers where customer_status_code = 'good customer',True,1.0,1.0,False,False,True
" 

SELECT year__ceremony_, english_title FROM table_22102732_1 WHERE english_title = 'time out';
","select year__ceremony_ from table_22102732_1 where english_title = ""time out""",False,0.0,0.8888888888888888,False,False,True
" 

SELECT rank_2012 FROM table_24307126_3 WHERE april_2013_cum_rank = 225;
",select count(april_2013_cum_rank) from table_24307126_3 where rank_2012 = 225,False,0.0,0.875,False,False,True
" 
SELECT notes FROM table_1000181_1 WHERE current_slogan = 'South Australia';
","select notes from table_1000181_1 where current_slogan = ""south australia""",True,1.0,1.0,False,False,True
" 
SELECT team FROM table_27902171_8 WHERE record = '36-29';
","select team from table_27902171_8 where record = ""36-29""",True,1.0,1.0,False,False,True
" 

SELECT * FROM table_25284864_3 WHERE january_15_16 = 141;
","select november_3 from table_25284864_3 where january_15_16 = ""141""",False,0.0,0.75,False,False,True
" 
SELECT advisor FROM student WHERE stuid = '1004';
",select advisor from student where stuid = 1004,False,1.0,0.875,False,False,True
" 

SELECT song_name
FROM song
WHERE releasedate = (SELECT MAX(releasedate)
                   FROM song);
","select song_name, releasedate from song order by releasedate desc limit 1",False,0.0,0.4,False,False,True
" 
SELECT english_title FROM table_24856090_1 WHERE hk_viewers = '1.92 million';
","select english_title from table_24856090_1 where hk_viewers = ""1.92 million""",True,1.0,1.0,False,False,True
" 
SELECT game_cost FROM table_243664_1 WHERE railroad = 'Chicago and North Western'
","select game_cost from table_243664_1 where railroad = ""chicago and north western""",True,1.0,1.0,False,False,True
" 
SELECT province FROM table_275023_1 WHERE formed_from = 'New Munster';
","select province from table_275023_1 where formed_from = ""new munster""",True,1.0,1.0,False,False,True
" 
SELECT location FROM table_18752986_1 WHERE nickname = 'the bears';
","select location from table_18752986_1 where nickname = ""bears""",False,0.0,0.875,False,False,True
" 

SELECT party FROM table_1342379_10 WHERE incumbent = 'charles h. brand';
","select party from table_1342379_10 where incumbent = ""charles h. brand""",True,1.0,1.0,False,False,True
" 

SELECT name FROM swimmer WHERE name NOT IN (SELECT name FROM record);
",select name from swimmer where not id in (select swimmer_id from record),False,0.0,0.8181818181818182,False,True,True
" 
SELECT italian FROM table_25401_15 WHERE english = 'value';
","select italian from table_25401_15 where english = ""part""",False,0.0,0.875,False,False,True
" 

SELECT COUNT(*) FROM table_17861265_1 WHERE directed_by = 'Cliff Bole' AND title LIKE 'Season 3%';
","select count(title) from table_17861265_1 where directed_by = ""cliff bole""",False,0.0,0.8888888888888888,False,False,True
" 

SELECT miles__km_ FROM table_17802778_1 WHERE race_time = '1:05:33';
","select miles__km_ from table_17802778_1 where race_time = ""1:05:33""",True,1.0,1.0,False,False,True
" 

SELECT MAX(t20_matches) FROM table_1176371_1 WHERE name_of_ground = 'green lane';
","select max(t20_matches) from table_1176371_1 where name_of_ground = ""green lane""",True,1.0,1.0,False,False,True
" 

SELECT team__number2
FROM table_19130829_4
WHERE team__number1 = 'Iraklis';
","select team__number2 from table_19130829_4 where team__number1 = ""iraklis""",True,1.0,1.0,False,False,True
" 
SELECT party FROM table_22753245_1 WHERE constituency = '1. Chennai North';
","select party from table_22753245_1 where constituency = ""1. chennai north""",True,1.0,1.0,False,False,True
" 

SELECT compression_ratio FROM table_20007413_6 WHERE rpo = 'L35' AND applications = '5';
","select compression_ratio from table_20007413_6 where rpo = ""l35"" and applications = 5",False,1.0,0.9090909090909091,False,False,True
" 

SELECT title FROM table_11951237_3 WHERE original_air_date = '1997-02-06';
","select title from table_11951237_3 where original_air_date = ""february 6, 1997""",False,0.0,0.7,False,False,True
" 
SELECT class_a FROM table_14603057_2 WHERE school_year = '2006-07';
","select class_a from table_14603057_2 where school_year = ""2006-07""",True,1.0,1.0,False,False,True
" 

SELECT try_bonus FROM table_13399573_3 WHERE try_bonus = 'tries for';
","select try_bonus from table_13399573_3 where ""tries_for"" = ""tries_for""",False,0.0,0.8571428571428571,False,False,True
" 

SELECT COUNT(DISTINCT background) FROM table_19810459_1 WHERE background = 'internet dreamer';
","select count(contestant) from table_19810459_1 where background = ""internet dreamer""",False,0.0,0.8888888888888888,False,False,True
" 

SELECT COUNT(*) FROM table_2696531_2 WHERE location = 'homestead, florida';
","select count(pole_position) from table_2696531_2 where location = ""homestead, florida""",False,1.0,0.8888888888888888,False,False,True
" 
SELECT COUNT(*) FROM table_18958648_1 WHERE overweight__incl_obese__adults = '65.4%';
","select count(state_and_district_of_columbia) from table_18958648_1 where overweight__incl_obese__adults = ""65.4%""",False,1.0,0.875,False,False,True
" 
SELECT location FROM table_262476_1 WHERE nickname = 'golden tornadoes';
","select location from table_262476_1 where nickname = ""golden tornadoes""",True,1.0,1.0,False,False,True
" 
SELECT opponent, record FROM table_23346983_1 WHERE record = 'Orangemen' AND opponent = 'Army';
","select record from table_23346983_1 where opponent = ""army""",False,0.0,1.0,False,False,True
" 
SELECT COUNT(*) FROM table_11236195_5 WHERE location ='sydney' AND losingteam = '11';
","select count(losingteam) from table_11236195_5 where location = ""sydney football stadium, sydney (11)""",False,0.0,0.5,False,False,True
